Aristarchus  (8568,13946)  (8453,14060)  (8453,13945)  (8682,14061)  (8568,13831)  (8683,13831)  (8683,13946)  (8451,13830)  (8338,14165)  (8338,14050)  (8797,14061)  (8797,14176)  (8566,13716)  (8681,13716)  (8796,13716)  (8798,13831)  (8798,13946)  (8336,13935)  (8336,13820)  (8451,13715)  (8326,13705)  (8911,13691)  (8223,14182)  (8223,14067)  (8912,14061)  (8913,13806)  (8913,13921)  (8221,13952)  (8221,13837)  (8211,13722)  | overflowToLeft=false
Space Zone 93  (13548,12606)  (13433,12720)  (13433,12605)  (13662,12721)  (13548,12491)  (13663,12491)  (13663,12606)  (13431,12490)  (13547,12835)  (13432,12835)  (13318,12720)  (13318,12605)  (13777,12721)  (13777,12836)  (13662,12836)  (13317,12836)  (13546,12376)  (13661,12376)  (13776,12376)  (13778,12491)  (13778,12606)  (13316,12490)  (13316,12375)  (13431,12375)  (13547,12950)  (13203,12721)  (13203,12606)  (13888,12951)  (13773,12951)  (13546,12261)  (13661,12261)  (13776,12261)  (13201,12491)  (13399,12260)  (13658,13065)  (13088,12661)  (13888,13066)  (13773,13066)  (13514,12146)  (13629,12146)  (13744,12146)  (13086,12546)  (13588,12031)  | overflowToLeft=false
Madagascar  (18927,4662)  (18812,4776)  (18812,4661)  (18996,4777)  (19009,4547)  | overflowToLeft=false
Space Zone 94  (13663,11386)  (13548,11500)  (13548,11385)  (13777,11501)  (13663,11271)  (13778,11271)  (13778,11386)  (13546,11270)  (13662,11615)  (13433,11463)  (13892,11501)  (13892,11616)  (13777,11616)  (13661,11156)  (13776,11156)  (13893,11211)  (13893,11326)  (13431,11348)  (13431,11233)  (13546,11155)  (13394,11118)  (14007,11636)  (13892,11731)  (13777,11731)  (13661,11041)  (13316,11367)  (13316,11252)  (13509,11040)  (14027,11751)  (13912,11846)  (13797,11846)  (13201,11272)  (13509,10925)  (14068,11866)  (13953,11961)  (13838,11961)  (14099,11981)  | overflowToLeft=false
Space Zone 91  (11693,12884)  (11578,12998)  (11578,12883)  (11807,12999)  (11693,12769)  (11808,12769)  (11808,12884)  (11576,12768)  (11692,13113)  (11463,12988)  (11922,12999)  (11922,13114)  (11807,13114)  (11691,12654)  (11806,12654)  (11923,12676)  (11923,12791)  (11461,12873)  (11461,12758)  (11576,12653)  (11451,12643)  (12037,12906)  (12037,13021)  (12037,13136)  (11922,13229)  (11807,13229)  (11691,12539)  (12038,12760)  (11346,12893)  (11346,12778)  (11566,12538)  (11336,12663)  (11336,12548)  (11451,12528)  (12059,13251)  (11241,12433)  (12152,12875)  (12152,12990)  (12152,13105)  (11944,13344)  (11231,12800)  (11221,12685)  (11221,12570)  (11356,12413)  (12174,13220)  (12267,12946)  (12267,13061)  (11106,12698)  (11106,12583)  (12289,13176)  (12289,13291)  | overflowToLeft=false
Space Zone 92  (12392,12141)  (12277,12255)  (12277,12140)  (12506,12256)  (12392,12026)  (12507,12026)  (12507,12141)  (12275,12025)  (12391,12370)  (12276,12370)  (12162,12255)  (12162,12140)  (12621,12256)  (12605,12371)  (12161,12371)  (12390,11911)  (12505,11911)  (12620,11911)  (12622,12026)  (12622,12141)  (12160,12025)  (12160,11910)  (12275,11910)  (12734,12371)  (12735,11849)  (12490,12485)  (12375,12485)  (12047,12256)  (12047,12141)  (12736,12256)  (12260,12486)  (12145,12486)  (12046,12371)  (12390,11796)  (12505,11796)  (12620,11796)  (12737,11964)  (12737,12079)  (12045,12026)  (12170,11795)  (12030,12502)  (12849,12371)  (12416,12600)  (11932,12256)  (11932,12141)  (12851,12194)  (12301,12601)  (12186,12601)  (11931,12387)  (12285,11681)  (12400,11681)  (12515,11681)  (12852,11945)  (12852,12060)  | overflowToLeft=false
Anaheim HQ  (8629,13242)  (8514,13356)  (8514,13241)  (8743,13357)  (8629,13127)  (8744,13127)  (8744,13242)  (8512,13126)  (8628,13471)  (8513,13471)  (8399,13356)  (8399,13241)  (8858,13357)  (8858,13472)  (8743,13472)  (8398,13472)  (8627,13012)  (8742,13012)  (8857,13012)  (8859,13127)  (8859,13242)  (8397,13126)  (8440,13011)  (8973,13357)  (8973,13472)  (8283,13544)  (8555,12897)  (8670,12897)  (8785,12897)  (8599,12782)  (8714,12782)  (8692,12667)  | overflowToLeft=false
Space Zone 90  (11220,13358)  (11105,13472)  (11105,13357)  (11334,13473)  (11220,13243)  (11335,13243)  (11335,13358)  (11103,13242)  (11219,13587)  (11104,13587)  (10990,13472)  (10990,13357)  (11449,13473)  (11449,13588)  (11334,13588)  (11218,13128)  (11333,13128)  (11450,13198)  (11450,13313)  (10988,13242)  (10988,13127)  (11103,13127)  (11219,13702)  (10875,13396)  (11564,13428)  (11564,13543)  (11564,13658)  (11449,13703)  (11334,13703)  (11218,13013)  (11565,13291)  (10873,13281)  (10873,13166)  (10873,13051)  (10988,13012)  (11103,13012)  (11634,13773)  (10797,12936)  (11679,13406)  (11679,13521)  (11679,13636)  (11519,13818)  (11404,13818)  (10758,13249)  (10758,13134)  (10912,12897)  (11027,12897)  (11749,13751)  (11749,13866)  (11634,13888)  (11794,13478)  (11794,13593)  | overflowToLeft=false
Frontier Four 2  (4625,7040)  (4510,7154)  (4510,7039)  (4739,7155)  (4625,6925)  (4740,6925)  (4740,7040)  (4508,6924)  (4624,7269)  (4395,7113)  (4623,6810)  (4855,6969)  (4855,7084)  (4393,6998)  | overflowToLeft=false
Water 32  (18113,5678)  (17998,5792)  (17998,5677)  (18227,5793)  (18113,5563)  (18228,5563)  (18228,5678)  (17996,5562)  (18112,5907)  (17997,5907)  (17883,5792)  (17883,5677)  (18342,5793)  (18342,5908)  (18227,5908)  (17882,5908)  (18111,5448)  (18226,5448)  (18341,5448)  (18343,5563)  (18343,5678)  (17881,5562)  (17881,5447)  (17996,5447)  (18456,5335)  (18112,6022)  (17997,6022)  (17768,5793)  (17768,5678)  (18457,5793)  (18457,5908)  (18457,6023)  (18342,6023)  (18227,6023)  (17882,6023)  (17767,6023)  (17767,5908)  (18284,5333)  (18458,5450)  (18458,5565)  (17766,5563)  (17766,5448)  (17703,5333)  (18399,5220)  (18514,5220)  (18571,5335)  (17653,5793)  (17653,5678)  (18572,5680)  (18572,5795)  (18572,5910)  (18572,6025)  | overflowToLeft=false
Frontier Four 1  (4129,6656)  (4014,6770)  (4014,6655)  (4243,6771)  (4129,6541)  (4244,6541)  (4244,6656)  (4012,6540)  (4128,6885)  (3899,6706)  (4358,6771)  (4262,6886)  (4127,6426)  (4359,6561)  | overflowToLeft=false
Water 33  (16964,1577)  (17089,1529)  (17042,1418)  (17189,1291)  (17311,1273)  (17175,1411)  (17221,1537)  (17304,1417)  (17485,1535)  (17546,1671)  | overflowToLeft=false
Water 34  (19577,4787)  (19462,4901)  (19462,4786)  (19691,4902)  (19577,4672)  (19692,4672)  (19692,4787)  (19460,4671)  (19576,5016)  (19461,5016)  (19347,4901)  (19347,4786)  (19806,4902)  (19806,5017)  (19691,5017)  (19346,5017)  (19575,4557)  (19690,4557)  (19805,4557)  (19807,4672)  (19807,4787)  (19345,4671)  (19345,4556)  (19460,4556)  (19920,4444)  (19576,5131)  (19461,5131)  (19232,4902)  (19232,4787)  (19921,4902)  (19921,5017)  (19921,5132)  (19806,5132)  (19691,5132)  (19346,5132)  (19231,5132)  (19231,5017)  (19575,4442)  (19690,4442)  (19805,4442)  (19922,4559)  (19922,4674)  (19230,4672)  (19230,4557)  (19249,4441)  (19364,4441)  (19920,4329)  (20035,4329)  (20035,4444)  (19576,5246)  (19461,5246)  | overflowToLeft=false
Granada Port  (6720,14955)  (6605,15069)  (6605,14954)  (6834,15070)  (6720,14840)  (6835,14840)  (6835,14955)  (6603,14839)  (6719,15184)  (6604,15184)  (6490,15069)  (6490,14954)  (6718,14725)  (6833,14725)  (6948,14725)  (6950,14840)  (6950,14955)  (6594,14724)  (6690,15299)  (6709,14610)  (7065,14740)  (7065,14855)  | overflowToLeft=false
Water 35  (19294,3873)  (19179,3987)  (19179,3872)  (19408,3988)  (19294,3758)  (19409,3758)  (19409,3873)  (19177,3757)  (19293,4102)  (19178,4102)  (19064,3987)  (19064,3872)  (19523,3988)  (19523,4103)  (19408,4103)  (19063,4103)  (19292,3643)  (19407,3643)  (19522,3643)  (19524,3758)  (19524,3873)  (19062,3757)  (19062,3642)  (19177,3642)  (19637,3530)  (19638,3988)  (19638,4103)  (19038,4218)  (19292,3528)  (19407,3528)  (19522,3528)  (19639,3645)  (19639,3760)  (18947,3812)  (18947,3697)  (18947,3582)  (19062,3527)  (19177,3527)  (19753,3875)  (19753,3990)  (19753,4105)  (19754,3543)  (19754,3658)  (19110,3412)  (19225,3412)  (18862,4431)  (19868,3773)  (19868,3888)  (19868,4003)  (19868,4118)  (19869,3574)  | overflowToLeft=false
Water 36  (19685,2895)  (19570,3009)  (19570,2894)  (19799,3010)  (19685,2780)  (19800,2780)  (19800,2895)  (19568,2779)  (19684,3124)  (19569,3124)  (19455,3009)  (19455,2894)  (19914,3010)  (19914,3125)  (19799,3125)  (19454,3125)  (19683,2665)  (19798,2665)  (19913,2665)  (19915,2780)  (19915,2895)  (19453,2779)  (19483,2664)  (20028,2552)  (19684,3239)  (19569,3239)  (19340,3010)  (19340,2895)  (20029,3010)  (20029,3125)  (20029,3240)  (19914,3240)  (19799,3240)  (19454,3240)  (19339,3240)  (19339,3125)  (19598,2550)  (19713,2550)  (19828,2550)  (20030,2667)  (20030,2782)  (19338,2780)  (19943,2437)  (19684,3354)  (20144,2897)  (20144,3012)  (20144,3127)  (20017,3355)  (19902,3355)  (19224,3246)  (19669,2435)  (19784,2435)  (20145,2577)  (20145,2692)  | overflowToLeft=false
Water 37  (20508,5300)  (20393,5414)  (20393,5299)  (20622,5415)  (20508,5185)  (20623,5185)  (20623,5300)  (20391,5184)  (20507,5529)  (20392,5529)  (20278,5414)  (20278,5299)  (20737,5415)  (20737,5530)  (20622,5530)  (20277,5530)  (20506,5070)  (20621,5070)  (20736,5070)  (20738,5185)  (20738,5300)  (20276,5184)  (20334,5069)  (20851,4957)  (20507,5644)  (20392,5644)  (20163,5415)  (20163,5300)  (20852,5415)  (20852,5530)  (20742,5645)  (20627,5645)  (20277,5645)  (20162,5645)  (20162,5530)  (20449,4955)  (20564,4955)  (20679,4955)  (20853,5072)  (20853,5187)  (20332,4954)  (20794,4842)  (20909,4842)  (20966,4957)  (20512,5759)  (20397,5759)  (20048,5415)  (20967,5302)  (20967,5417)  (20047,5668)  (20047,5553)  | overflowToLeft=false
Water 38  (20711,3910)  (20596,4024)  (20596,3909)  (20825,4025)  (20711,3795)  (20826,3795)  (20826,3910)  (20594,3794)  (20710,4139)  (20595,4139)  (20481,4024)  (20481,3909)  (20940,4025)  (20940,4140)  (20825,4140)  (20480,4140)  (20709,3680)  (20824,3680)  (20939,3680)  (20941,3795)  (20941,3910)  (20479,3794)  (20479,3679)  (20594,3679)  (21054,3586)  (20710,4254)  (20595,4254)  (20366,4025)  (20366,3910)  (21055,4025)  (21055,4140)  (21055,4255)  (20940,4255)  (20825,4255)  (20480,4255)  (20365,4255)  (20365,4140)  (20709,3565)  (20824,3565)  (20939,3565)  (21056,3701)  (21056,3816)  (20364,3795)  (20364,3680)  (20364,3565)  (20479,3564)  (20594,3564)  (20710,4369)  (20595,4369)  (20251,4025)  (20251,3910)  | overflowToLeft=false
Water 39  (20873,2979)  (20758,3093)  (20758,2978)  (20987,3094)  (20873,2864)  (20988,2864)  (20988,2979)  (20756,2863)  (20872,3208)  (20757,3208)  (21102,3094)  (21102,3209)  (20987,3209)  (20871,2749)  (20986,2749)  (21101,2749)  (21103,2864)  (21103,2979)  (20641,2885)  (20641,2770)  (20756,2748)  (20642,3256)  (21216,2741)  (20872,3323)  (20757,3323)  (21146,3324)  (21031,3324)  (20527,3289)  (20871,2634)  (20986,2634)  (21218,2856)  (20736,2633)  (21245,3439)  (21130,3439)  (20412,3259)  (20868,2519)  (20983,2519)  | overflowToLeft=false
Poland  (17960,853)  (17845,925)  (17845,810)  (18074,968)  (17960,738)  (18075,738)  (18075,853)  | overflowToLeft=false
Baldur Bay 1  (23366,16870)  (23251,16984)  (23251,16869)  (23480,16985)  (23366,16755)  (23481,16755)  (23481,16870)  (23249,16754)  (23365,17099)  (23136,16916)  (23364,16640)  (23479,16640)  (23596,16797)  (23596,16912)  (23134,16801)  | overflowToLeft=false
Water 30  (16231,4870)  (16116,4984)  (16116,4869)  (16345,4985)  (16231,4755)  (16346,4755)  (16346,4870)  (16114,4754)  (16230,5099)  (16115,5099)  (16001,4984)  (16001,4869)  (16460,4985)  (16460,5100)  (16345,5100)  (16000,5100)  (16229,4640)  (16344,4640)  (16459,4640)  (16461,4755)  (16461,4870)  (15999,4754)  (15999,4639)  (16114,4639)  (16230,5214)  (16115,5214)  (15886,4985)  (16575,4985)  (16575,5100)  (16447,5215)  (16000,5215)  (15885,5215)  (15885,5100)  (16576,4737)  (16576,4852)  (16690,4967)  (16690,5082)  (16018,5330)  (15903,5330)  (15788,5330)  | overflowToLeft=false
Water 31  (17153,4641)  (17038,4755)  (17038,4640)  (17267,4756)  (17153,4526)  (17268,4526)  (17268,4641)  (17036,4525)  (17152,4870)  (17037,4870)  (16923,4755)  (16923,4640)  (17382,4756)  (17382,4871)  (17267,4871)  (16922,4871)  (17151,4411)  (17266,4411)  (17381,4411)  (17383,4526)  (17383,4641)  (16921,4525)  (16921,4410)  (17036,4410)  (17152,4985)  (17037,4985)  (16808,4756)  (16808,4641)  (17497,4756)  (17497,4871)  (17497,4986)  (17382,4986)  (17267,4986)  (16922,4986)  (17151,4296)  (17266,4296)  (17381,4296)  (16806,4526)  (16806,4411)  (16815,4295)  (16930,4295)  (17152,5100)  (17037,5100)  (17612,5082)  (17497,5101)  (17382,5101)  (17267,5101)  (17045,4181)  (17160,4181)  (17275,4181)  (17390,4181)  | overflowToLeft=false
Space Zone 88  (12774,10683)  (12659,10797)  (12659,10682)  (12888,10798)  (12774,10568)  (12889,10568)  (12889,10683)  (12657,10567)  (12773,10912)  (12658,10912)  (12544,10797)  (12544,10682)  (13003,10798)  (13003,10913)  (12888,10913)  (12543,10913)  (12772,10453)  (12887,10453)  (13002,10453)  (13004,10568)  (13004,10683)  (12542,10567)  (12542,10452)  (12657,10452)  (13117,10400)  (12429,10798)  (12429,10683)  (13118,10798)  (13118,10913)  (13118,11028)  (13003,11028)  (12587,11028)  (12472,11028)  (12428,10913)  (12772,10338)  (13119,10515)  (13119,10630)  (12427,10568)  (12557,10337)  (12357,11099)  (12314,10798)  (13233,10745)  (13233,10860)  (13047,11143)  (12492,11143)  (12313,10984)  (13234,10428)  (13234,10543)  (13348,10758)  (12198,11053)  | overflowToLeft=false
Space Zone 89  (13845,10569)  (13730,10683)  (13730,10568)  (13959,10684)  (13845,10454)  (13960,10454)  (13960,10569)  (13728,10453)  (13844,10798)  (13729,10798)  (13615,10683)  (13615,10568)  (14074,10684)  (14074,10799)  (13959,10799)  (13843,10339)  (13958,10339)  (14075,10383)  (14075,10498)  (13613,10453)  (13613,10338)  (13728,10338)  (13844,10913)  (13500,10660)  (14189,10613)  (14189,10728)  (14005,10914)  (13843,10224)  (13498,10545)  (13498,10430)  (13591,10223)  (13706,10223)  (13651,10108)  | overflowToLeft=false
Baldur Bay 2  (22849,17215)  (22734,17329)  (22734,17214)  (22963,17330)  (22849,17100)  (22964,17100)  (22964,17215)  (22732,17099)  (22848,17444)  (22619,17275)  (23078,17330)  (22866,16985)  (23079,17124)  | overflowToLeft=false
Space Zone 86  (12940,10001)  (12825,10115)  (12825,10000)  (13054,10116)  (12940,9886)  (13055,9886)  (13055,10001)  (12823,9885)  (12710,10151)  (12710,10036)  (13169,10116)  (13169,10231)  (13054,10231)  (13170,9840)  (13170,9955)  (12708,9921)  (12708,9806)  (12823,9770)  (12595,10123)  (13284,10070)  (13284,10185)  (13285,9880)  (12593,10008)  (12593,9893)  (12593,9778)  (13334,10300)  (13399,9995)  (13399,10110)  (12478,10096)  (12478,9981)  (12478,9866)  (12478,9751)  (13514,9980)  | overflowToLeft=false
Space Zone 87  (11804,11341)  (11689,11455)  (11689,11340)  (11918,11456)  (11804,11226)  (11919,11226)  (11919,11341)  (11687,11225)  (11803,11570)  (11688,11570)  (11574,11455)  (11574,11340)  (12033,11456)  (12033,11571)  (11918,11571)  (11573,11571)  (11802,11111)  (11917,11111)  (12034,11155)  (12034,11270)  (11572,11225)  (11572,11110)  (11687,11110)  (11803,11685)  (11459,11456)  (11459,11341)  (12148,11385)  (12148,11500)  (12038,11686)  (11923,11686)  (12149,11209)  (11457,11226)  (11577,10995)  (12263,11324)  (11937,11801)  | overflowToLeft=false
Space Zone 84  (10957,10893)  (10842,11007)  (10842,10892)  (11071,11008)  (10957,10778)  (11072,10778)  (11072,10893)  (10840,10777)  (10956,11122)  (10841,11122)  (10727,11007)  (10727,10892)  (11186,11008)  (11186,11123)  (11071,11123)  (10726,11123)  (10955,10663)  (11070,10663)  (11185,10663)  (11187,10778)  (11187,10893)  (10725,10777)  (10761,10662)  (10612,11008)  (10612,10893)  (11301,11008)  (11301,11123)  (11245,11238)  (10820,11238)  (10611,11151)  (10876,10548)  (10991,10548)  (11302,10749)  (11302,10864)  (11417,10838)  | overflowToLeft=false
Water 29  (14610,6078)  (14495,6192)  (14495,6077)  (14724,6193)  (14610,5963)  (14725,5963)  (14725,6078)  (14493,5962)  (14609,6307)  (14494,6307)  (14380,6192)  (14380,6077)  (14839,6193)  (14839,6308)  (14724,6308)  (14379,6308)  (14608,5848)  (14723,5848)  (14838,5848)  (14840,5963)  (14840,6078)  (14378,5962)  (14378,5847)  (14493,5847)  (14953,5735)  (14609,6422)  (14494,6422)  (14265,6193)  (14265,6078)  (14954,6193)  (14954,6308)  (14954,6423)  (14839,6423)  (14724,6423)  (14379,6423)  (14264,6423)  (14264,6308)  (14608,5733)  (14723,5733)  (14838,5733)  (14955,5850)  (14955,5965)  (14263,5963)  (14263,5848)  (14263,5733)  (14378,5732)  (14493,5732)  (14953,5620)  (15068,5620)  (15068,5735)  (14609,6537)  (14494,6537)  (14150,6193)  (14150,6078)  | overflowToLeft=false
Space Zone 85  (11743,10283)  (11628,10397)  (11628,10282)  (11857,10398)  (11743,10168)  (11858,10168)  (11858,10283)  (11626,10167)  (11742,10512)  (11627,10512)  (11513,10397)  (11513,10282)  (11972,10398)  (11972,10513)  (11857,10513)  (11512,10513)  (11741,10053)  (11856,10053)  (11971,10053)  (11973,10168)  (11973,10283)  (11511,10167)  (11511,10052)  (11626,10052)  (12086,9940)  (11742,10627)  (11627,10627)  (11398,10398)  (11398,10283)  (12087,10398)  (12087,10513)  (12087,10628)  (11972,10628)  (11857,10628)  (11512,10628)  (11397,10607)  (11741,9938)  (11856,9938)  (11971,9938)  (12088,10055)  (12088,10170)  (11396,10168)  (12086,9825)  (12201,9825)  (12201,9940)  (11742,10742)  (11627,10742)  (11283,10492)  (11283,10377)  (12202,10285)  (12202,10400)  (12202,10515)  | overflowToLeft=false
Space Zone 82  (10296,13397)  (10181,13511)  (10181,13396)  (10410,13512)  (10296,13282)  (10411,13282)  (10411,13397)  (10179,13281)  (10295,13626)  (10180,13626)  (10066,13511)  (10066,13396)  (10525,13512)  (10525,13627)  (10410,13627)  (10065,13627)  (10294,13167)  (10409,13167)  (10526,13206)  (10526,13321)  (10064,13281)  (10064,13166)  (10179,13166)  (10295,13741)  (10180,13741)  (10640,13436)  (10640,13551)  (10640,13666)  (10525,13742)  (10410,13742)  (10065,13742)  (10294,13052)  (10409,13052)  (9949,13248)  (9949,13133)  (10064,13051)  (10179,13051)  (9916,13018)  (10679,13781)  (10295,13856)  (10755,13519)  (10755,13634)  (10564,13857)  (10449,13857)  (10294,12937)  (10031,12936)  (10146,12936)  (9861,12903)  (10794,13749)  (10261,12822)  (9976,12821)  (10091,12821)  | overflowToLeft=false
Space Zone 83  (10580,12046)  (10465,12160)  (10465,12045)  (10694,12161)  (10580,11931)  (10695,11931)  (10695,12046)  (10463,11930)  (10579,12275)  (10464,12275)  (10350,12160)  (10350,12045)  (10809,12161)  (10809,12276)  (10694,12276)  (10349,12276)  (10578,11816)  (10810,11919)  (10810,12034)  (10348,11930)  (10348,11815)  (10463,11815)  (10579,12390)  (10464,12390)  (10924,12149)  (10924,12264)  (10924,12379)  (10809,12391)  (10694,12391)  (10925,12014)  (10338,11700)  (10453,11700)  (10949,12494)  (10579,12505)  (10464,12505)  (11039,12129)  (11039,12244)  (11039,12359)  (10834,12506)  (10719,12506)  (10357,11585)  (10472,11585)  (10587,11522)  (10604,12620)  (10489,12620)  (11154,12202)  (10836,12621)  (10721,12621)  (10382,11470)  (10497,11407)  (10612,11407)  | overflowToLeft=false
Space Zone 80  (8512,15907)  (8397,16021)  (8397,15906)  (8626,16022)  (8512,15792)  (8627,15792)  (8627,15907)  (8395,15791)  (8511,16136)  (8396,16136)  (8282,16021)  (8282,15906)  (8741,16022)  (8741,16137)  (8626,16137)  (8281,16137)  (8639,15677)  (8742,15792)  (8742,15907)  (8280,15791)  (8754,15665)  (8417,16251)  (8167,16022)  (8167,15907)  (8856,16022)  (8302,16252)  (8187,16252)  (8166,16137)  (8857,15780)  (8857,15895)  (8869,15571)  (8072,16313)  (8052,16022)  (8052,15907)  (8971,16010)  (8051,16198)  (8972,15686)  (8972,15801)  (8984,15505)  (7957,16324)  (7937,16083)  (7937,15968)  (7937,15853)  (9086,15916)  (7936,16209)  (9087,15620)  (9087,15735)  (9099,15428)  (7842,16330)  (7822,16094)  (7822,15979)  (7822,15864)  | overflowToLeft=false
Space Zone 81  (10021,14621)  (9906,14735)  (9906,14620)  (10135,14736)  (10021,14506)  (10136,14506)  (10136,14621)  (9904,14505)  (10020,14850)  (9905,14850)  (9791,14735)  (9791,14620)  (10186,14851)  (9790,14851)  (10019,14391)  (10134,14391)  (10249,14391)  (10251,14506)  (10251,14621)  (9869,14390)  (10364,14278)  (10071,14965)  (9956,14965)  (9841,14966)  (9726,14966)  (9675,14851)  (9984,14276)  (10099,14276)  (10214,14276)  (10366,14393)  (9611,15030)  (10329,14163)  (10053,15080)  (9938,15081)  (9823,15081)  (9932,14161)  (10047,14161)  (10162,14161)  (10444,14102)  (9708,15145)  (9593,15145)  (10277,14048)  (9974,15196)  (9859,15196)  (9953,14046)  (10068,14046)  (9744,15260)  (9888,15311)  | overflowToLeft=false
Horn of Africa  (18824,3148)  (18709,3262)  (18709,3147)  (18938,3263)  (18824,3033)  (18939,3049)  (18707,3032)  (18823,3377)  (18594,3167)  (19053,3164)  (19054,3031)  (18592,3052)  | overflowToLeft=false
Water 21  (16356,1040)  (16241,1154)  (16241,1039)  (16470,1155)  (16356,925)  (16471,925)  (16471,1040)  (16239,924)  (16355,1269)  (16240,1269)  (16126,1154)  (16126,1039)  (16499,1270)  (16125,1270)  (16586,845)  (16586,960)  (16586,1075)  (16124,924)  (16011,1155)  (16011,1040)  (16010,1356)  (16701,1011)  (16701,1126)  (16009,925)  (16816,1089)  | overflowToLeft=false
Water 22  (16195,1841)  (16080,1955)  (16080,1840)  (16309,1956)  (16195,1726)  (16310,1726)  (16310,1841)  (16078,1725)  (16194,2070)  (16079,2070)  (15965,1955)  (15965,1840)  (15964,2071)  (16193,1611)  (16308,1611)  (16423,1611)  (16425,1726)  (16425,1841)  (15963,1725)  (15963,1610)  (16078,1610)  (16222,2185)  (16107,2185)  (15850,1956)  (15850,1841)  (15992,2186)  (15849,2123)  (16193,1496)  (16308,1496)  (16423,1496)  (16540,1614)  (15962,1495)  (16077,1495)  (15735,2008)  (15735,1893)  (15620,2013)  | overflowToLeft=false
Water 23  (14404,2800)  (14289,2914)  (14289,2799)  (14518,2915)  (14404,2685)  (14519,2685)  (14519,2800)  (14287,2684)  (14403,3029)  (14174,2907)  (14633,2915)  (14633,3030)  (14518,3030)  (14402,2570)  (14517,2570)  (14632,2570)  (14634,2685)  (14634,2800)  (14172,2792)  (14172,2677)  (14287,2569)  (14165,2562)  (14748,2915)  (14748,3030)  (14748,3145)  (14633,3145)  (14518,3145)  (14749,2655)  (14749,2770)  (14057,2905)  (14057,2790)  (14050,2675)  (14050,2560)  (14755,3260)  (14864,2770)  | overflowToLeft=false
Water 24  (15497,2488)  (15382,2602)  (15382,2487)  (15611,2603)  (15497,2373)  (15612,2373)  (15612,2488)  (15380,2372)  (15496,2717)  (15381,2717)  (15267,2602)  (15267,2487)  (15726,2603)  (15726,2718)  (15611,2718)  (15266,2718)  (15495,2258)  (15610,2258)  (15725,2258)  (15727,2373)  (15727,2488)  (15265,2372)  (15265,2257)  (15380,2257)  (15496,2832)  (15381,2832)  (15152,2603)  (15152,2488)  (15841,2603)  (15841,2718)  (15841,2833)  (15726,2833)  (15611,2833)  (15266,2833)  (15151,2833)  (15151,2718)  (15495,2143)  (15842,2300)  (15842,2415)  (15150,2373)  (15150,2258)  (15150,2143)  (15265,2142)  (15380,2142)  (15037,2603)  (15037,2488)  (15956,2530)  (15956,2645)  (15956,2760)  (15036,2841)  (15036,2726)  | overflowToLeft=false
Water 25  (15450,3252)  (15335,3366)  (15335,3251)  (15564,3367)  (15450,3137)  (15565,3137)  (15565,3252)  (15333,3136)  (15449,3481)  (15334,3481)  (15220,3366)  (15220,3251)  (15679,3367)  (15679,3482)  (15564,3482)  (15219,3482)  (15448,3022)  (15563,3022)  (15678,3022)  (15680,3137)  (15680,3252)  (15218,3136)  (15218,3021)  (15333,3021)  (15793,2965)  (15449,3596)  (15334,3596)  (15105,3367)  (15105,3252)  (15794,3367)  (15794,3482)  (15658,3597)  (15219,3597)  (15104,3597)  (15104,3482)  (15795,3080)  (15795,3195)  (15103,3137)  (15103,3022)  (15908,2965)  (15461,3711)  (14990,3367)  (14990,3252)  (15909,3310)  (15909,3425)  (14989,3535)  (15910,3080)  (15910,3195)  (14988,3137)  (14988,3022)  (16023,2965)  | overflowToLeft=false
Water 26  (15729,4118)  (15614,4232)  (15614,4117)  (15843,4233)  (15729,4003)  (15844,4003)  (15844,4118)  (15612,4002)  (15728,4347)  (15613,4347)  (15499,4232)  (15499,4117)  (15958,4233)  (15958,4348)  (15843,4348)  (15498,4348)  (15727,3888)  (15842,3888)  (15957,3888)  (15959,4003)  (15959,4118)  (15497,4002)  (15497,3887)  (15612,3887)  (15384,4233)  (16073,4233)  (16073,4348)  (15383,4439)  (15727,3773)  (15842,3773)  (15957,3773)  (16074,3940)  (16074,4055)  (16188,4170)  (16188,4285)  (16188,4400)  (15885,3658)  (16303,4337)  | overflowToLeft=false
Water 27  (16730,3661)  (16615,3775)  (16615,3660)  (16844,3776)  (16730,3546)  (16845,3546)  (16845,3661)  (16613,3545)  (16729,3890)  (16614,3890)  (16500,3775)  (16500,3660)  (16959,3776)  (16959,3891)  (16844,3891)  (16499,3891)  (16728,3431)  (16843,3431)  (16958,3431)  (16960,3546)  (16960,3661)  (16498,3545)  (16498,3430)  (16613,3430)  (17073,3318)  (16729,4005)  (16614,4005)  (16385,3776)  (16385,3661)  (17074,3776)  (16860,4006)  (16499,4006)  (16384,4006)  (16384,3891)  (17075,3433)  (17075,3548)  (16383,3546)  (16383,3431)  (16479,3315)  (16745,4120)  (16630,4120)  (16270,3776)  (16270,3661)  (17189,3663)  (16515,4121)  (16400,4121)  (16269,3946)  (17190,3358)  (17190,3473)  (16268,3546)  (16631,4235)  (16155,3749)  | overflowToLeft=false
